Codigo;Codigo CAS-CHILE;Nombre del Bien;Subfamilia;Familia;DenominaciÛn;Cuenta Contable;Marca;Modelo;Serie;Descripcion;Origen;Responsable;Dependencia;Establecimiento;Unidad;Fecha;Estado; Valor sin iva ; Valor con iva ;OCompra;En Uso;TIPO DE CONTROL;VIDA UTIL EN A—OS S/CGR;VIDA UTIL EN MESES;VIDA UTIL SEG⁄N CRITERIO CGR EN MESES;VIDA UTIL INSUMIDA EN MESES;VIDA UTIL RETANTE EN MESES;DEPRECIACION MENSUAL;DEPRECIACION ACUMULADA ;VALOR LIBRO;VERIFICADO;FECHA VERIFICACION;REGISTRO NUEVO;eso1;eso2
SLD-003175;008-008-008;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;54.000;64.260;3081-15-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;64.260;;;;;
SLD-003176;008-008-003;ESCRITORIO 3 CAJONES;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;101.899;121.260;1638-6-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;121.260;;;;;
SLD-003177;008-026-017;SILLA ISO POLIPROPILENO;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;21.350;25.407;1754-1397-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;25.407;;;;;
SLD-003178;008-025-002;PIZARRA ACRILICA PARED;PIZARRAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;150.000;178.500;3512-735-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;178.500;;;;;
SLD-003179;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;PLASTICO;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-003180;004-003-001;COMPUTADOR ALL IN ONE;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;HP;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;672.258;799.987;4173-299-SE22;SI;ACTIVO FIJO;6;72;54;18;54;11.111;199.998;599.989;;;;;
SLD-003181;004-003-001;COMPUTADOR ALL IN ONE;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;HP;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;672.258;799.987;4173-299-SE22;SI;ACTIVO FIJO;6;72;54;18;54;11.111;199.998;599.989;;;;;
SLD-003182;008-026-005;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;109.240;129.996;2992-631-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;129.996;;;;;
SLD-003183;008-026-005;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;109.240;129.996;2992-631-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;129.996;;;;;
SLD-003184;008-026-005;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;109.240;129.996;2992-631-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;129.996;;;;;
SLD-003185;004-003-001;COMPUTADOR ALL IN ONE;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;LENOVO;THINK NEO;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;672.258;799.987;4173-299-SE22;SI;ACTIVO FIJO;6;72;54;18;54;11.111;199.998;599.989;;;;;
SLD-003186;008-025-002;PIZARRA ACRILICA PARED;PIZARRAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;150.000;178.500;3512-735-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;178.500;;;;;
SLD-003187;008-010-010;ESTANTE 2 PUERTAS;ESTANTES;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;170.000;202.300;2387-445-SE23;SI;ACTIVO FIJO;7;84;63;21;63;2.408;50.568;151.732;;;;;
SLD-003188;008-008-008;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;54.000;64.260;3081-15-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;64.260;;;;;
SLD-003189;008-026-005;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;109.240;129.996;2992-631-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;129.996;;;;;
SLD-003190;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-003191;007-004-003;IMPRESORA MULTIFUNCIONAL;IMPRESORAS;MAQUINAS Y EQUIPOS DE OFICINA;MAQUINAS Y EQUIPOS DE OFICINAS;141-04-00-000-000-000;EPSON;L6270;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;452.507;538.483;4928-151-SE24;SI;ACTIVO FIJO;3;36;27;9;27;14.958;134.622;403.861;;;;;
SLD-003192;008-010-019;GABINETE AEREO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;99.800;118.762;2345-862-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;118.762;;;;;
SLD-003193;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;4 CAJONES;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-003194;008-008-008;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;54.000;64.260;3081-15-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;64.260;;;;;
SLD-003195;008-026-016;SILLA ISO ACOLCHADA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;26.800;31.892;3479-1589-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;31.892;;;;;
SLD-003196;008-026-016;SILLA ISO ACOLCHADA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;26.800;31.892;3479-1589-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;31.892;;;;;
SLD-003197;004-003-001;COMPUTADOR ALL IN ONE;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;LENOVO;THINKCENTRE NEO;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;672.258;799.987;4173-299-SE22;SI;ACTIVO FIJO;6;72;54;18;54;11.111;199.998;599.989;;;;;
SLD-003198;009-004-001;AIRE ACONDICIONADO DE PARED;EQUIPOS DE CLIMATIZACION;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;141-12-00-000-000-000;LG;SMART INVERTER;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;356.298;423.995;1271356-538-CM23;SI;ACTIVO FIJO;15;180;135;45;135;2.356;106.020;317.975;;;;;
SLD-003199;007-002-001;TELEFONO IP;TELEFONO;MAQUINAS Y EQUIPOS DE OFICINA;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;CISCO;CP-3905;;;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;65.000;77.350;838104-968-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;77.350;;;;;
SLD-003200;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;PLASTICO,;PROPIO;;DIRECCIÛN;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-003201;004-003-001;COMPUTADOR ALL IN ONE;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;HP;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;672.258;799.987;4173-299-SE22;SI;ACTIVO FIJO;6;72;54;18;54;11.111;199.998;599.989;;;;;
SLD-003202;007-002-001;TELEFONO IP;TELEFONO;MAQUINAS Y EQUIPOS DE OFICINA;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;CISCO;CP-3905;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;65.000;77.350;838104-968-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;77.350;;;;;
SLD-003203;008-008-008;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;54.000;64.260;3081-15-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;64.260;;;;;
SLD-003204;008-026-005;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;109.240;129.996;2992-631-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;129.996;;;;;
SLD-003205;007-004-003;IMPRESORA MULTIFUNCIONAL;IMPRESORAS;MAQUINAS Y EQUIPOS DE OFICINA;MAQUINAS Y EQUIPOS DE OFICINAS;141-04-00-000-000-000;EPSON;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;452.507;538.483;4928-151-SE24;SI;ACTIVO FIJO;3;36;27;9;27;14.958;134.622;403.861;;;;;
SLD-003206;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-003207;008-010-019;GABINETE AEREO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;99.800;118.762;2345-862-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;118.762;;;;;
SLD-003208;008-010-010;ESTANTE 2 PUERTAS;ESTANTES;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;170.000;202.300;2387-445-SE23;SI;ACTIVO FIJO;7;84;63;21;63;2.408;50.568;151.732;;;;;
SLD-003209;008-010-010;ESTANTE 2 PUERTAS;ESTANTES;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;170.000;202.300;2387-445-SE23;SI;ACTIVO FIJO;7;84;63;21;63;2.408;50.568;151.732;;;;;
SLD-003210;008-010-019;GABINETE AEREO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;99.800;118.762;2345-862-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;118.762;;;;;
SLD-003211;002-015-024;MUEBLE DE LABORATORIO;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;125.990;149.928;4769-101-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;149.928;;;;;
SLD-003212;008-026-011;SILLA DENTAL;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;142.000;168.980;1057491-5726-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;168.980;;;;;
SLD-003213;002-011-045;SILLA DENTAL PORTATIL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;142.001;168.981;1057491-5726-SE25;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;168.981;;;;;
SLD-003214;002-011-045;SILLA DENTAL PORTATIL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;142.001;168.981;1057491-5726-SE25;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;168.981;;;;;
SLD-003215;002-011-029;NEGATOSCOPIO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;ARQUIMED;UNA CARA;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;129.600;154.224;2311-355-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;154.224;;;;;
SLD-003216;002-011-042;ULTRASONICO DENTAL SCALER;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;142.849;169.990;2421-556-SE20;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;169.990;;;;;
SLD-003217;002-015-019;MESA MAYO;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;59.860;71.233;1464-1056-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;71.233;;;;;
SLD-003218;008-026-016;SILLA ISO ACOLCHADA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;26.800;31.892;3479-1589-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;31.892;;;;;
SLD-003220;002-015-021;CAMILLA DE PROCEDIMIENTOS;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;141-02-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;274.416;326.555;812261-1776-SE22;SI;ACTIVO FIJO;8;96;72;24;72;3.402;81.648;244.907;;;;;
SLD-003221;002-015-015;ESCABEL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;49.000;58.310;1267885-1110-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;58.310;;;;;
SLD-003222;009-004-001;AIRE ACONDICIONADO DE PARED;EQUIPOS DE CLIMATIZACION;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;141-12-00-000-000-000;LG;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;356.298;423.995;1271356-538-CM23;SI;ACTIVO FIJO;15;180;135;45;135;2.356;106.020;317.975;;;;;
SLD-003223;004-003-001;COMPUTADOR ALL IN ONE;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;HP;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;672.258;799.987;4173-299-SE22;SI;ACTIVO FIJO;6;72;54;18;54;11.111;199.998;599.989;;;;;
SLD-003224;007-004-003;IMPRESORA MULTIFUNCIONAL;IMPRESORAS;MAQUINAS Y EQUIPOS DE OFICINA;MAQUINAS Y EQUIPOS DE OFICINAS;141-04-00-000-000-000;EPSON;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;452.507;538.483;4928-151-SE24;SI;ACTIVO FIJO;3;36;27;9;27;14.958;134.622;403.861;;;;;
SLD-003225;007-002-001;TELEFONO IP;TELEFONO;MAQUINAS Y EQUIPOS DE OFICINA;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;65.000;77.350;838104-968-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;77.350;;;;;
SLD-003226;008-008-008;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;54.000;64.260;3081-15-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;64.260;;;;;
SLD-003227;008-026-005;SILLA DE ESCRITORIO GIRATORIA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;109.240;129.996;2992-631-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;129.996;;;;;
SLD-003228;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-003229;002-011-049;TOMADOR DE PRESION DIGITAL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;OMEON;HEN-7120;20160606929LG;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;53.000;63.070;3561-149-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;63.070;;;;;
SLD-003230;008-010-019;GABINETE AEREO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;99.800;118.762;2345-862-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;118.762;;;;;
SLD-003231;002-011-034;PORTA SUERO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;45.500;54.145;3778-434-SE20;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;54.145;;;;;
SLD-003232;002-011-039;SET OTOSCOPIO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;98.853;117.635;2996-715-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;117.635;;;;;
SLD-003233;008-010-020;GABINETE BAJO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;125.990;149.928;4769-101-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;149.928;;;;;
SLD-003234;002-011-029;NEGATOSCOPIO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;ARQUIMED;UNA CARA;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;129.600;154.224;2311-355-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;154.224;;;;;
SLD-003235;002-011-004;BALANZA CONTROL CORPORAL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;141-02-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;390.590;464.802;4238-377-SE22;SI;ACTIVO FIJO;8;96;72;24;72;4.842;116.208;348.594;;;;;
SLD-003236;008-026-016;SILLA ISO ACOLCHADA;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX 3 MÈDICO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;26.800;31.892;3479-1589-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;31.892;;;;;
